reviewer_orcid,reviewer_name,reviewer_coauthor1_name,reviewer_coauthor1_id,reviewer_coauthor2_name,reviewer_coauthor2_id,reviewer_coauthor3_name,reviewer_coauthor3_id,reviewer_coauthor4_name,reviewer_coauthor4_id,reviewer_coauthor5_name,reviewer_coauthor5_id,reviewer_coauthor6_name,reviewer_coauthor6_id,reviewer_coauthor7_name,reviewer_coauthor7_id,reviewer_coauthor8_name,reviewer_coauthor8_id,reviewer_coauthor9_name,reviewer_coauthor9_id,reviewer_coauthor10_name,reviewer_coauthor10_id,reviewer_coauthor_title_doi,reviewer_coauthor_title
744,Avraham Shinnar,David Cunningham,805, Benjamin Herta,65, Vijay Saraswat ,583,,,,,,,,,,,,,,,,M3R: Increased Performance for In-Memory Hadoop Jobs
1149,Philipp Rosch,Lars Dannecker,1011, Gregor Hackenbroich,209, Franz Farber ,181,,,,,,,,,,,,,,,,A Storage Advisor for Hybrid-Store Databases 
1030,Lu Li ,Chee-Yong Chan ,768,,,,,,,,,,,,,,,,,,,,Efficient Indexing for Diverse Query Results
850,Fabian M. Suchanek,Serge Abiteboul,1205, Pierre Senellart ,448,,,,,,,,,,,,,,,,,,"PARIS: Probabilistic Alignment of Relations, Instances, and Schema"
1353,Yuan Yuan,Rubao Lee,1193, Xiaodong Zhang ,624,,,,,,,,,,,,,,,,,,The Yin and Yang of Processing Data Warehousing Queries on GPU Devices
1079,Milad Eftekhar,Nick Koudas ,1108,,,,,,,,,,,,,,,,,,,,Partitioning and Ranking Tagged Data Sources
1157,Prasang Upadhyaya,Magdalena Balazinska,1040, Dan Suciu ,122,,,,,,,,,,,,,,,,,,How to Price Shared Optimizations in the Cloud
1151,Phokion G. Kolaitis,Enela Pema,838, Wang-Chiew Tan¡ËO ,595,,,,,,,,,,,,,,,,,,Efficient Querying of Inconsistent Databases with Binary Integer Programming
1051,Marco D. Adelfio,Hanan Samet ,894,,,,,,,,,,,,,,,,,,,,Schema Extraction for Tabular Data on the Web
1228,Steffen Rendle, ,,,,,,,,,,,,,,,,,,,,,Scaling Factorization Machines to Relational Data
1048,Manolis Terrovitis,John Liagouris,965, Nikos Mamoulis,422, Spiros Skiadopoulos ,525,,,,,,,,,,,,,,,,Privacy Preservation by Disassociation
962,Jinsoo Lee,Wook-Shin Han,1302, Romans Kasperovics,485, Jeong-Hoon Lee ,263,,,,,,,,,,,,,,,,An In-depth Comparison of Subgraph Isomorphism Algorithms in Graph Databases
984,Karl Schnaitter,Neoklis Polyzotis ,1106,,,,,,,,,,,,,,,,,,,,Semi-Automatic Index Tuning: Keeping DBAs in the Loop
1250,Thanh T. L. Tran,Yanlei Diao,1327, Charles Sutton,98, Anna Liu ,49,,,,,,,,,,,,,,,,Supporting User-Defined Functions on Uncertain Data
709,Amit Goyal,Francesco Bonchi,868, Laks V. S. Lakshmanan ,334,,,,,,,,,,,,,,,,,,A Data-Based Approach to Social Influence Maximization
1054,Marina Barsky,Sangkyum Kim,1198, Tim Weninger,566, Jiawei Han ,282,,,,,,,,,,,,,,,,Mining Flipping Correlations from Large Datasets with Taxonomies
775,Cheng Sheng,Nan Zhang,1102, Yufei Tao,665, Xin Jin ,636,,,,,,,,,,,,,,,,Optimal Algorithms for Crawling a Hidden Database in the Web
754,Bogdan Cautis,Evgeny Kharlamov ,849,,,,,,,,,,,,,,,,,,,,Answering Queries using Views over Probabilistic XML: Complexity and Tractability
1287,Wang Lam,Lu Liu,1031, STS Prasad,541, Anand Rajaraman,40, Zoheb Vacheri,681, AnHai Doan ,47,,,,,,,,,,,,Muppet: MapReduce-Style Processing of Fast Data
921,Iman Elghandour,Ashraf Aboulnaga ,742,,,,,,,,,,,,,,,,,,,,ReStore: Reusing Results of MapReduce Jobs
1230,Stephan Ewen,Kostas Tzoumas,1003, Moritz Kaufmann,402, Volker Markl ,590,,,,,,,,,,,,,,,,Spinning Fast Iterative Data Flows Stephan Ewen 1 Kostas Tzoumas 2 Moritz Kaufmann 3
797,Daniel Fabbri,Kristen LeFevre ,1005,,,,,,,,,,,,,,,,,,,,Explanation-Based Auditing
951,Jiannan Wang,Tim Kraska,1261, Michael J. Franklin,388, Jianhua Feng ,273,,,,,,,,,,,,,,,,CrowdER: Crowdsourcing Entity Resolution
1386,Zsolt Istv?n,Louis Woods,1028, Gustavo Alonso ,213,,,,,,,,,,,,,,,,,,Histograms as a Side Effect of Data Movement for Big Data
1120,Nurzhan Bakibayev,Dan Olteanu,793, Jakub Z¢¥avodn¢¥ ,247,,,,,,,,,,,,,,,,,,FDB: A Query Engine for Factorised Relational Databases
762,Changbin Liu,Lu Ren,1033, Boon Thau Loo,81, Yun Mao,666, Prithwish Basu ,454,,,,,,,,,,,,,,Cologne: A Declarative Distributed Constraint Optimization Platform
942,Jens Krueger,Changkyu Kim,763, Martin Grund,371, Nadathur Satish,409, David Schwalb,134, Jatin Chhugani,253, Hasso Plattner,222, Pradeep Dubey,450, Alexander Zeier,26, ,,,,,Fast Updates on Read-Optimized Databases Using Multi-Core CPUs
699,Alekh Jindal,Endre Palatinus,837, Vladimir Pavlov,589, Jens Dittrich ,261,,,,,,,,,,,,,,,,A Comparison of Knives for Bread Slicing
1295,Wenfei Fan,Floris Geerts,865, Frank Neven ,178,,,,,,,,,,,,,,,,,,Making Queries Tractable on Big Data with Preprocessing (through the eyes of complexity theory)
1249,Thanh Nguyen,Viviane Moreira,1284, Huong Nguyen,233, Hoa Nguyen,228, Juliana Freire ,302,,,,,,,,,,,,,,Multilingual Schema Matching for Wikipedia Infoboxes
1072,Michael A. Bender,Martin Farach-Colton,1058, Rob Johnson,481, Russell Kraner,491, Bradley C. Kuszmaul,83, Dzejla Medjedovic,156, Pablo Montes,431, Pradeep Shetty,451, Richard P. Spillane,479, Erez Zadok,167,,,,Don¡¯t Thrash: How to Cache Your Hash on Flash
794,Dan R. K. Ports,Kevin Grittner ,994,,,,,,,,,,,,,,,,,,,,Serializable Snapshot Isolation in PostgreSQL
687,Adam Marcus,Eugene Wu,845, David Karger,131, Samuel Madden,497, Robert Miller ,483,,,,,,,,,,,,,,Human-powered Sorts and Joins
757,Brian E. Ruttenberg,Ambuj K. Singh ,707,,,,,,,,,,,,,,,,,,,,Indexing the Earth Mover¢® ?s Distance Using Normal Distributions
976,K. Selc¢¬uk Candan,Rosaria Rossini,1192, Maria Luisa Sapino,368, Xiaolan Wang ,631,,,,,,,,,,,,,,,,sDTW: Computing DTW Distances using Locally Relevant Constraints based on Salient Feature Alignments
880,Georgios Kellaris,Stavros Papadopoulos ,1225,,,,,,,,,,,,,,,,,,,,Practical Differential Privacy via Grouping and Smoothing
929,James Cheng,Zechao Shang,1371, Hong Cheng,230, Haixun Wang,217, Jeffrey Xu Yu ,259,,,,,,,,,,,,,,K-Reach: Who is in Your Small World
1154,Pirooz Chubak,Davood Rafiei ,808,,,,,,,,,,,,,,,,,,,,Efficient Indexing and Querying over Syntactically Annotated Trees
1002,Konstantinos Mamouras,Sigal Oren,1214, Lior Seeman,343, Lucja Kot,347, Lucja Kot,347, Johannes Gehrke ,292,,,,,,,,,,,,The Complexity of Social Coordination
1292,Weiguo Zheng,Lei Zou,1018, Yansong Feng,653, Lei Chen,336, Dongyan Zhao ,153,,,,,,,,,,,,,,Efficient SimRank-based Similarity Join Over Large Graphs 
1357,Yucheng Low,Joseph Gonzalez,968, Aapo Kyrola,12, Danny Bickson,128, Carlos Guestrin,93, Joseph M. Hellerstein ,300,,,,,,,,,,,,Distributed GraphLab: A Framework for Machine Learning and Data Mining in the Cloud
983,Karin Murthy,Prasad M Deshpande,1156, Atreyee Dey,59, Ramanujam Halasipuram,464, Mukesh Mohania,405, Deepak P,139, Jennifer Reed,260, Scott Schumacher ,501,,,,,,,,Exploiting Evidence from Unstructured Data to Enhance Master Data Management
861,Feng Zhao,Anthony K. H. Tung ,725,,,,,,,,,,,,,,,,,,,,Large Scale Cohesive Subgraphs Discovery for Social Network Visual Analysis
863,Florian Funke,Alfons Kemper,704, Thomas Neumann ,559,,,,,,,,,,,,,,,,,,Compacting Transactional Data in Hybrid OLTP&OLAP Databases
1064,Mayank Sachan,Arnab Bhattacharya ,737,,,,,,,,,,,,,,,,,,,,Mining Statistically Significant Substrings using the Chi-Square Statistic
1290,Wei Lu,Yanyan Shen,1331, Su Chen,542, Beng Chin Ooi ,63,,,,,,,,,,,,,,,,Efficient Processing of k Nearest Neighbor Joins using MapReduce
1319,Xuan Liu,Meiyu Lu,1068, Beng Chin Ooi,62, Yanyan Shen,654, Sai Wu,493, Meihui Zhang ,384,,,,,,,,,,,,CDAS: A Crowdsourcing Data Analytics System
1111,Nikolay Laptev,Kai Zeng,979, Carlo Zaniolo ,92,,,,,,,,,,,,,,,,,,Early Accurate Results for Advanced Analytics on MapReduce
1365,Yupeng Fu,Raghav Kaushik,1169, Ravishankar ,471,,,,,,,,,,,,,,,,,,On Scaling Up Sensitive Data Auditing
1116,Nilesh Dalvi,Ashwin Machanavajjhala,743, Bo Pang ,76,,,,,,,,,,,,,,,,,,An Analysis of Structured Data on the Web
1176,Rani Qumsiyeh,Maria S. Pera,1053, Yiu-Kai Ng ,657,,,,,,,,,,,,,,,,,,Generating Exact- and Ranked Partially-Matched Answers to Questions in Advertisements
1380,Zhepeng Yan,Nan Zheng,1103, Zachary G. Ives,668, Partha Pratim Talukdar,438, Cong Yu ,112,,,,,,,,,,,,,,Actively Soliciting Feedback for Query Answers in Keyword Search-Based Data Integration
684,Abhay Jha,Dan Suciu ,795,,,,,,,,,,,,,,,,,,,,Probabilistic Databases with MarkoViews
1375,Zhao Sun,Hongzhi Wang,910, Haixun Wang,217, Bin Shao,72, Jianzhong Li ,278,,,,,,,,,,,,,,Efficient Subgraph Matching on Billion Node Graphs
867,Franc¢¬ois Goasdoue,Konstantinos Karanasos,1001, Julien Leblay,303, Ioana Manolescu ,240,,,,,,,,,,,,,,,,View Selection in Semantic Web Databases
1187,Robert Isele,Christian Bizer ,777,,,,,,,,,,,,,,,,,,,,Learning Expressive Linkage Rules using Genetic Programming
963,Joachim Selke,Christoph Lofi,781, Wolf-Tilo Balke ,616,,,,,,,,,,,,,,,,,,Pushing the Boundaries of Crowd-enabled Databases  with Query-driven Schema Expansion
1300,Willis Lang,Stavros Harizopoulos,1224, Jignesh M. Patel,285, Mehul A. Shah,382, Dimitris Tsirogiannis ,147,,,,,,,,,,,,,,Towards Energy-Efficient Database Cluster Design
890,Haichuan Shang,Masaru Kitsuregawa ,1062,,,,,,,,,,,,,,,,,,,,Skyline Operator on Anti-correlated Distributions
919,Hyunjung Park,Jennifer Widom ,940,,,,,,,,,,,,,,,,,,,,Query Optimization over Crowdsourced Data
1125,Joseph M. Hellerstein,U.C. Berkeley,1268, U. Wisconsin,573, Greenplum,208, U. Florida,572,,,,,,,,,,,,,,The MADlib Analytics Library
1262,Ting Deng,Wenfei Fan ,1296,,,,,,,,,,,,,,,,,,,,On the Complexity of Query Result Diversification
1168,Radu Stoica,Anastasia Ailamaki ,715,,,,,,,,,,,,,,,,,,,,Improving Flash Write Performance by Using Update Frequency
1361,Yun Chi,Hakan Hac©¥gu ?mu ?s ,892, Wang-Pin Hsiung,596, Jeffrey F. Naughton ,256,,,,,,,,,,,,,,,,Distribution-Based Query Scheduling
1323,Yang Wang,Peng Wang,1139, Jian Pei,269, Wei Wang,601, Sheng Huang ,510,,,,,,,,,,,,,,A Data-adaptive and Dynamic Segmentation Index for Whole Matching on Time Series 
716,Andrew Pavlo,Evan P.C. Jones,847, Stanley Zdonik ,534,,,,,,,,,,,,,,,,,,On Predictive Modeling for Optimizing Transaction Execution in Parallel OLTP Systems
